,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
891,10860,"Au matin quant li jorz fu biax et clers, et la tempeste remest, et li tens fu ",acoisiez," si montent en lor chevax, ",20,acoisiez,_,VERB,VERppe,Tense=Past|VerbForm=Part,7,conj,_,XmlId=w_qgraal_cm_103582,1
892,10860,"Au matin quant li jorz fu biax et clers, et la tempeste ",remest,", et li tens fu acoisiez si montent en lor chevax, ",14,remest,_,VERB,VERcjg,VerbForm=Fin,7,conj,_,SpaceAfter=No|XmlId=w_qgraal_cm_103576,1
894,10862,Et quant il vindrent a la porte si troverent que tot ert ,ars,", et les murs toz abatuz, ",13,ars,_,VERB,VERppe,Tense=Past|VerbForm=Part,9,ccomp,_,SpaceAfter=No|XmlId=w_qgraal_cm_103617,3
906,10875,Quant li dui compaignon orent grant piece alé par le chastel por resgarder la grant mortalité qui i estoit ,fete," si troverent au chief d'une chapele.i. cimetiere tout plein de arbrisiax fueilluz et d'erbe vert, ",20,fete,_,VERB,VERppe,Tense=Past|VerbForm=Part,16,acl:relcl,_,XmlId=w_qgraal_cm_103855,2
911,10883,"si vont lisant les letres, tant qu'il troverent que laienz ",gisoient,".xii. damoiseles toutes filles de roi, et estretes de haut lignage. ",13,gisoient,_,VERB,VERcjg,VerbForm=Fin,10,ccomp,_,SpaceAfter=No|XmlId=w_qgraal_cm_103972,1
912,10884,"Et quant il voient ce si dient que trop mauvese costume et trop vilainne avoient ou chastel maintenue cil dou chastel et dou païs, et que maint riche lignage en avoient esté abessié et ",anoienté, par les puceles qui mortes i estoient. ,36,anoienté,_,VERB,VERppe,Tense=Past|VerbForm=Part,34,conj,_,XmlId=w_qgraal_cm_104021,1
927,10941,Toute nuit dormi Lancelot si aeise qu'il ne li fu pas avis qu'il fust tiex com il ,souloit,", mes changiez. ",20,souloit,_,VERB,VERcjg,VerbForm=Fin,17,advcl,_,SpaceAfter=No|XmlId=w_qgraal_cm_104751,1
930,10949,si la vet tant ,regardant," amont et aval qu'il vit desoz sa teste.i. brief, ",5,regardant,_,VERB,VERppa,Tense=Pres|VerbForm=Part,3,advcl,_,XmlId=w_qgraal_cm_104849,1
932,10957,"Aprés troeve ou brief toute sa vie, et la maniere de sa mort, et coment li.iii. compaignon Galaad et Boort et Perceval l'ensevelirent einsi come ele est et la mistrent en la nef einsi comme ele ",est, par le comandement de la voiz devine. ,31,est,_,VERB,VERcjg,VerbForm=Fin,27,advcl,_,XmlId=w_qgraal_cm_104954,1
933,10957,"Aprés troeve ou brief toute sa vie, et la maniere de sa mort, et coment li.iii. compaignon Galaad et Boort et Perceval l'ensevelirent einsi come ele ",est, et la mistrent en la nef einsi comme ele est par le comandement de la voiz devine. ,31,est,_,VERB,VERcjg,VerbForm=Fin,27,advcl,_,XmlId=w_qgraal_cm_104954,1
935,10962,et prie a Nostre Seignor que il ançois que ceste queste ,faille, li doint trover Galaad son filz si que il le voie et parolt a lui et le conjoïsse. ,12,faille,_,VERB,VERcjg,VerbForm=Fin,14,advcl,_,XmlId=w_qgraal_cm_105028,1
939,10982,« Ha.´ Lancelot je ne cuidai ja tant ,vivre, que je le non de ceste espee seusse. ,10,vivre,_,VERB,VERinf,VerbForm=Inf,7,xcomp,_,XmlId=w_qgraal_cm_105304,3
941,10984,Mes or est ,coneue, chose et aperte qu'il sont preudome et verai chevalier vers Dame Dieu plus que tu n'as esté. ,4,coneue,_,VERB,VERppe,Tense=Past|VerbForm=Part,5,acl,_,XmlId=w_qgraal_cm_105353,1
943,10991,et einsi porra ,durer, la compaignie de vos.ii. ,4,durer,_,VERB,VERinf,VerbForm=Inf,0,root,_,XmlId=w_qgraal_cm_105516,1
945,10996,"- Et vos sire, fet Lancelot, ",demorrez, vos ci ?? ,9,demorrez,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_qgraal_cm_105585,2
946,10996,"- Et vos sire, ",fet," Lancelot, demorrez vos ci ?? ",6,fet,_,VERB,VERcjg,VerbForm=Fin,9,parataxis,_,XmlId=w_qgraal_cm_105582,2
950,11003,Mes ançois qu'il se partist de la roche comança il a ,huchier, tant com il pot : ,13,huchier,_,VERB,VERinf,VerbForm=Inf,10,xcomp,_,XmlId=w_qgraal_cm_105664,3
951,11011,Toutes les hores que Lancelot avoit fet ceste proiere si se trovoit si plein et si ,resazié,", et si garni de la grace dou saint esperit qu'il li ert bien avis qu'il eust gosté de toutes les bones viandes dou monde. ",17,resazié,_,VERB,VERppe,Tense=Past|VerbForm=Part,11,conj,_,SpaceAfter=No|XmlId=w_qgraal_cm_105919,2
962,11045,"A l'andemain quant li jorz aparut et li solax fu levez, et il s'entrevirent et ",conurent, si comença entr'ax la joie grant et merveilleuse. ,19,conurent,_,VERB,VERcjg,VerbForm=Fin,7,conj,_,XmlId=w_qgraal_cm_106377,2
963,11045,A l'andemain quant li jorz aparut et li solax fu ,levez,", et il s'entrevirent et conurent si comença entr'ax la joie grant et merveilleuse. ",12,levez,_,VERB,VERppe,Tense=Past|VerbForm=Part,7,conj,_,SpaceAfter=No|XmlId=w_qgraal_cm_106370,2
964,11045,A l'andemain quant li jorz ,aparut," et li solax fu levez, et il s'entrevirent et conurent si comença entr'ax la joie grant et merveilleuse. ",7,aparut,_,VERB,VERcjg,VerbForm=Fin,21,advcl,_,XmlId=w_qgraal_cm_106365,2
976,11096,et pria Nostre Seignor em ,plorant, mout tendrement qu'il en tel leu le menast ou il aucune chose del saint Graal poïst veoir. ,6,plorant,_,VERB,VERppa,Tense=Pres|VerbForm=Part,2,advcl,_,XmlId=w_qgraal_cm_107225,1
978,11103,A cele hore que la nef ariva cele part luisoit la lune si cler que assez en poïst l'en ,veoir," loign et pres, ",20,veoir,_,VERB,VERinf,VerbForm=Inf,14,advcl,_,XmlId=w_qgraal_cm_107364,3
984,11120,"Lancelot est si esbahiz de ceste chose, et de la main qui l'ot feru qu'il chiet a terre toz ",estordiz,". Et tiex atornez qu'il ne set s'il est nuiz ou jorz, ",23,estordiz,_,VERB,VERppe,Tense=Past|VerbForm=Part,18,acl,_,SpaceAfter=No|XmlId=w_qgraal_cm_107596,1
990,11144,et monte contremont tant qu'il vient en la grant sale si ,armez," come il estoit, ",13,armez,_,VERB,VERppe,Tense=Past|VerbForm=Part,7,dislocated,_,XmlId=w_qgraal_cm_107855,1
1007,11170,et de cele grant clarté qui de laienz ,issoit," fu toute la meson si clere com se tuit li cierge del monde i fussent espris, ",9,issoit,_,VERB,VERcjg,VerbForm=Fin,5,acl:relcl,_,XmlId=w_qgraal_cm_108159,2
1008,11173,et volt ,entrer, dedenz quant une voiz li dist : ,3,entrer,_,VERB,VERinf,VerbForm=Inf,0,root,_,XmlId=w_qgraal_cm_108215,1
1019,11205,A l'endemain quant li jorz aparut clers et biax et cil de laienz furent ,levé,", et il troverent Lancelot gisant devant l'uis de la chambre si s'en merveillierent mout que ce pooit estre. ",16,levé,_,VERB,VERppe,Tense=Past|VerbForm=Part,8,conj,_,SpaceAfter=No|XmlId=w_qgraal_cm_108730,2
1022,11212,Si troevent qu'il n'est mie ,morz,", mes toz pleins de vie, ",8,morz,_,VERB,VERppe,Tense=Past|VerbForm=Part,2,ccomp,_,SpaceAfter=No|XmlId=w_qgraal_cm_108815,1
1028,11228,"« A non Dieu, fet.i. vielz hons qui laienz ",estoit," et qui assez savoit de fisique, ",12,estoit,_,VERB,VERcjg,VerbForm=Fin,9,acl:relcl,_,XmlId=w_qgraal_cm_109030,1
1034,11243,Ne ne fist semblant par chose qui dedenz ,apareust, qu'il fust en vie. ,9,apareust,_,VERB,VERcjg,VerbForm=Fin,6,acl:relcl,_,XmlId=w_qgraal_cm_109256,1
1042,11263,Et se mes granz pechiez ne fust et ma grant maleurtez ne ,fust,", car je eusse encore plus veu ce ou je perdi la veue de mes euz, et le pooir dou cors, por la grant desloiauté que Diex avoit veue en moi. » ",7,fust,_,VERB,VERcjg,VerbForm=Fin,20,advcl,_,XmlId=w_qgraal_cm_109573,3
1043,11263,Et se mes granz pechiez ne ,fust," et ma grant maleurtez ne fust, car je eusse encore plus veu ce ou je perdi la veue de mes euz, et le pooir dou cors, por la grant desloiauté que Diex avoit veue en moi. » ",7,fust,_,VERB,VERcjg,VerbForm=Fin,20,advcl,_,XmlId=w_qgraal_cm_109573,3
1046,11267,"Et cil li dient tout ce qu'il avoient veu de lui, et coment il avoit demoré o ax.xxiiii. jorz en tel maniere qu'il ne savoient s'il ert ",morz, ou vis. ,33,morz,_,VERB,VERppe,Tense=Past|VerbForm=Part,29,ccomp,_,XmlId=w_qgraal_cm_109689,1
1058,11301,- Par foi cil chevaliers qui tant a ,geu, ceenz comme morz est orendroit levez sainz et haitiez. ,9,geu,_,VERB,VERppe,Tense=Past|VerbForm=Part,5,acl:relcl,_,XmlId=w_qgraal_cm_110101,2
1061,11308,et li rois li dit les noveles de sa bele fille qui ert ,morte," cele en qui Galaad fu engendrez, ",14,morte,_,VERB,VERppe,Tense=Past|VerbForm=Part,11,acl:relcl,_,XmlId=w_qgraal_cm_110179,1
1068,11336,« Sire chevaliers puis qu'il est einsi que vos ceainz estes ,venuz, je vos pri que vos me diez qui vos estes. ,13,venuz,_,VERB,VERppe,Tense=Past|VerbForm=Part,8,csubj,_,XmlId=w_qgraal_cm_110521,1
1070,11339,"- A non Dieu, ",fet," li rois, or vos conois je bien, ",6,fet,_,VERB,VERcjg,VerbForm=Fin,12,parataxis,_,XmlId=w_qgraal_cm_110560,1
1075,11344,« Ha.´ Diex or ,double," ma honte, ",6,double,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_qgraal_cm_110635,1
1084,11362,Car il voldra aler ou roiaume de Logres ou il ne fu bien a ,passé,.i. an. ,15,passé,_,VERB,VERppe,Tense=Past|VerbForm=Part,12,advcl,_,SpaceAfter=No|XmlId=w_qgraal_cm_110940,1
1092,11380,Et quant il vint pres si la vit de si bele façon qu'il set bien que desoz ,gist," princes riches, ",19,gist,_,VERB,VERcjg,VerbForm=Fin,15,ccomp,_,XmlId=w_qgraal_cm_111159,2
1096,11390,Celui jor remest Lancelot laienz mout dolenz et ,corrociez," por amor dou preudome qui mainte honor li avoit fete, ",9,corrociez,_,VERB,VERppe,Tense=Past|VerbForm=Part,7,conj,_,XmlId=w_qgraal_cm_111275,2
1097,11391,a l'andemain quant il fu ,armez," monta en son cheval, ",7,armez,_,VERB,VERppe,Tense=Past|VerbForm=Part,8,advcl,_,XmlId=w_qgraal_cm_111293,1
1101,11400,et cil qui ,revenu," estoient n'avoient riens fet en la queste, dom il ont grant honte. ",4,revenu,_,VERB,VERppe,Tense=Past|VerbForm=Part,2,acl:relcl,_,XmlId=w_qgraal_cm_111412,1
1104,11415,car li feu dou saint esperit est en toi si espris et alumez que ma charz qui toute estoit morte et ,enviellie, est ja toute rajuennie et en bone vertu. » ,22,enviellie,_,VERB,VERppe,Tense=Past|VerbForm=Part,20,conj,_,XmlId=w_qgraal_cm_111680,2
1105,11415,car li feu dou saint esperit est en toi si espris et alumez que ma charz qui toute estoit ,morte, et enviellie est ja toute rajuennie et en bone vertu. » ,20,morte,_,VERB,VERppe,Tense=Past|VerbForm=Part,16,acl:relcl,_,XmlId=w_qgraal_cm_111678,2
1106,11415,car li feu dou saint esperit est en toi si espris et ,alumez, que ma charz qui toute estoit morte et enviellie est ja toute rajuennie et en bone vertu. » ,13,alumez,_,VERB,VERppe,Tense=Past|VerbForm=Part,11,conj,_,XmlId=w_qgraal_cm_111671,2
1115,11441,si tost come il sorent que l'eve estoit ,refroidie,", lors perdi le non que ele avoit devant, ",10,refroidie,_,VERB,VERppe,Tense=Past|VerbForm=Part,5,ccomp,_,SpaceAfter=No|XmlId=w_qgraal_cm_112014,1
1117,11445,Et quant il vit la tombe qui ,ardoit, si merveilleusement si demanda as freres que ce estoit desoz le mostier. ,8,ardoit,_,VERB,VERcjg,VerbForm=Fin,6,acl:relcl,_,XmlId=w_qgraal_cm_112118,1
1121,11451,"et si tost come il vint pres de la tombe si fu li feuz failliz, et la flamme ",remese, qui maint jor i avoit esté grant et merveilleuse par la venue de celui ou il n'avoit point de mauvese chalor. ,20,remese,_,VERB,VERppe,Tense=Past|VerbForm=Part,15,conj,_,XmlId=w_qgraal_cm_112239,2
1122,11451,et si tost come il vint pres de la tombe si fu li feuz ,failliz,", et la flamme remese qui maint jor i avoit esté grant et merveilleuse par la venue de celui ou il n'avoit point de mauvese chalor. ",15,failliz,_,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,SpaceAfter=No|XmlId=w_qgraal_cm_112234,2
1124,11454,et si tost com la chalor fu ,remese, oï une voiz qui li dist : ,8,remese,_,VERB,VERppe,Tense=Past|VerbForm=Part,9,advcl,_,XmlId=w_qgraal_cm_112293,2
1125,11456,"Car par la bone vie de vos poez vos retrere les ames de la peine terrienne, et ",metre, en la joie de paradis. ,19,metre,_,VERB,VERinf,VerbForm=Inf,10,conj,_,XmlId=w_qgraal_cm_112340,1
1133,11486,car longuement avoient ,esté," sanz lui, ",4,esté,_,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,XmlId=w_qgraal_cm_112755,2
1135,11492,"Si dit qu'il a bien.v. anz que il ne jut.iiii. foiz en lit ne en ostel ou genz menjassent ne mainsissent, mes en forez estranges et en montaignes lontaignes ou il fust morz plus de.c. foiz se ne ",fust, la grace dou saint esperit qui le reconfortoit et pessoit en toutes ses meseses. ,36,fust,_,AUX,VERcjg,VerbForm=Fin,37,aux,_,XmlId=w_qgraal_cm_112845,1
1136,11492,Si dit qu'il a bien.v. anz que il ne jut.iiii. foiz en lit ne en ostel ou genz menjassent ne ,mainsissent,", mes en forez estranges et en montaignes lontaignes ou il fust morz plus de.c. foiz se ne fust la grace dou saint esperit qui le reconfortoit et pessoit en toutes ses meseses. ",24,mainsissent,_,VERB,VERcjg,VerbForm=Fin,22,conj,_,SpaceAfter=No|XmlId=w_qgraal_cm_112833,1
1141,11505,et la novele en ,vet," amont et aval si que tuit cil de laienz les vindrent veoir, ",5,vet,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_qgraal_cm_113024,2
1144,11509,Et quant il l'ot ostee dou fuerre et il lor ot contee la maniere comment ele fu ,brisiee," Boort i met la main por savoir s'il la porroit rejoindre, ",19,brisiee,_,VERB,VERppe,Tense=Past|VerbForm=Part,15,acl,_,XmlId=w_qgraal_cm_113114,2
1167,11563,Si tost com ceste parole fu ,dite," s'en ala fors li rois Pellés, et Elyezer son filz, et la pucele. ",7,dite,_,VERB,VERppe,Tense=Past|VerbForm=Part,10,advcl,_,XmlId=w_qgraal_cm_113863,1
1168,11564,Et quant li palés fu ,vuidiez," fors de çax qui se sentoient compaignon de la queste.´ maintenant fu avis a çax qui remés i estoient que devers le ciel venoit un home revestuz en semblance d'evesque, ",6,vuidiez,_,VERB,VERppe,Tense=Past|VerbForm=Part,20,advcl,_,XmlId=w_qgraal_cm_113886,1
1175,11583,"et en voient issir les anges qui Josephés avoient aporté. Donc li dui portoient.ii. cierges, et li tierz une touaille de vermeil samit, et li quarz une lance qui ",saignoit, si durement que les goutes en chaoient contreval en une boiste qu'il tenoit en s'autre main. ,34,saignoit,_,VERB,VERcjg,VerbForm=Fin,32,acl:relcl,_,XmlId=w_qgraal_cm_114181,1
1191,11634,Et por ce t'en covient il de ci ,aler,", et fere compaignie a cest saint vessel qui anuit se partira dou roiaume de Logres, et en tel maniere que jamés n'i sera veuz. ",10,aler,_,VERB,VERinf,VerbForm=Inf,6,xcomp,_,SpaceAfter=No|XmlId=w_qgraal_cm_115028,3
1192,11635,Ne des or mes n'en ,avendra, aventure. ,7,avendra,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_qgraal_cm_115063,1
1202,11672,« Peres des cielx ,beneoiz," soies tu qui nos deignas tenir a tes filz et a tes amis, ",5,beneoiz,_,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,XmlId=w_qgraal_cm_115633,1
1212,11687,Por ce me plest a reconter Chose qui face a ,escouter, Del roi qui fu de tel tesmoing Qu'an en parole et pres et loing ; ,11,escouter,escouter,VERB,VERinf,VerbForm=Inf,9,xcomp,_,XmlId=w_YvainKu_232,1
1221,11707,"- Certes, Kex, ja fussiez crevez, Fet la reïne, au mien ",cuidier,", Se ne vos poïssiez vuidier Del venin don vos estes plains. ",16,cuidier,cuidier,VERB,VERinf,VerbForm=Inf,8,advcl,_,SpaceAfter=No|XmlId=w_YvainKu_596,2
1222,11707,"- Certes, Kex, ja fussiez crevez, ",Fet," la reïne, au mien cuidier, Se ne vos poïssiez vuidier Del venin don vos estes plains. ",10,Fet,faire,VERB,VERcjg,VerbForm=Fin,8,parataxis,_,XmlId=w_YvainKu_590,2
1224,11709,"- Dame, se nos n'i gaeignons, Fet Kex, an vostre conpaignie, Gardez que nos n'i ",perdiens, mie. ,22,perdiens,perdre,VERB,VERcjg,VerbForm=Fin,17,ccomp,_,XmlId=w_YvainKu_642,1
1225,11709,"- Dame, se nos n'i gaeignons, ",Fet," Kex, an vostre conpaignie, Gardez que nos n'i perdiens mie. ",10,Fet,faire,VERB,VERcjg,VerbForm=Fin,17,parataxis,_,XmlId=w_YvainKu_630,1
1233,11725,"Toz jorz doit puir li fumiers, Et toons poindre, et maloz bruire, Et felons ",enuier, et nuire. ,18,enuier,enoiier,VERB,VERinf,VerbForm=Inf,4,conj,_,XmlId=w_YvainKu_813,1
1235,11725,"Toz jorz doit puir li fumiers, Et toons ",poindre,", et maloz bruire, Et felons enuier et nuire. ",10,poindre,poindre,VERB,VERinf,VerbForm=Inf,4,conj,_,SpaceAfter=No|XmlId=w_YvainKu_805,1
1237,11728,"- Dame, trestuit cil qui sont ci, ",Fet," Kex, boen gré vos en savront ",10,Fet,faire,VERB,VERcjg,VerbForm=Fin,17,parataxis,_,XmlId=w_YvainKu_864,3
1244,11746,"Et cil n'en ont ne mes l'oïe, Des que li cuers n'i ",entant, mie ; ,17,entant,entendre,VERB,VERcjg,VerbForm=Fin,5,advcl,_,XmlId=w_YvainKu_1098,1
1251,11751,"Car, s'il la puet an son oïr Prendre, et anclorre, et ",retenir,", Les oroilles sont voie et doiz Par ou s'an vient au cuer la voiz ; ",16,retenir,retenir,VERB,VERinf,VerbForm=Inf,10,conj,_,SpaceAfter=No|XmlId=w_YvainKu_1158,1
1252,11751,"Car, s'il la puet an son oïr Prendre, et ",anclorre,", et retenir, Les oroilles sont voie et doiz Par ou s'an vient au cuer la voiz ; ",13,anclorre,enclore,VERB,VERinf,VerbForm=Inf,10,conj,_,SpaceAfter=No|XmlId=w_YvainKu_1155,1
1253,11751,"Car, s'il la puet an son ",oïr," Prendre, et anclorre, et retenir, Les oroilles sont voie et doiz Par ou s'an vient au cuer la voiz ; ",9,oïr,öir,VERB,VERinf,VerbForm=Inf,10,obj,_,XmlId=w_YvainKu_1151,1
1260,11777,Cil qui leissus erent ,anclos, Oïrent la voiz et le son ; ,5,anclos,enclore,VERB,VERppe,Tense=Past|VerbForm=Part,1,acl:relcl,_,XmlId=w_YvainKu_1528,1
1262,11791,"La la trovai si afeitiee, Si bien parlant, si ",anseigniee,", De tel solaz et de tel estre Que mout m'i delitoit a estre, ",12,anseigniee,enseignier,VERB,VERppe,Tense=Past|VerbForm=Part,5,conj,_,SpaceAfter=No|XmlId=w_YvainKu_1677,1
1263,11791,"La la trovai si afeitiee, Si bien ",parlant,", si anseigniee, De tel solaz et de tel estre Que mout m'i delitoit a estre, ",9,parlant,parler,VERB,VERppa,Tense=Pres|VerbForm=Part,5,conj,_,SpaceAfter=No|XmlId=w_YvainKu_1674,1
1292,11853,"- A ce, ",fet," il, faudras tu bien : ",5,fet,faire,VERB,VERcjg,VerbForm=Fin,8,parataxis,_,XmlId=w_YvainKu_2575,1
1295,11865,"Lez la fontainne troverras.I. perron, tel con tu ",verras," ; Je ne te sai a dire quel, Que je n'en vi onques nul tel ; Et d'autre part une chapele, Petite, ",11,verras,vëoir,VERB,VERcjg,VerbForm=Fin,8,acl,_,XmlId=w_YvainKu_2733,2
1297,11867,S'au bacin viax de l'eve prandre Et desus le perron ,espandre,", La verras une tel tanpeste Qu'an cest bois ne remanra beste, Chevriax ne cers ne dains ne pors, ",13,espandre,espandre,VERB,VERinf,VerbForm=Inf,8,conj,_,SpaceAfter=No|XmlId=w_YvainKu_2779,2
1312,11885,Que lors vi le ciel si ,derot, Que de plus de.xiiii. parz Me feroit es ialz li esparz ,7,derot,derompre,VERB,VERppe,Tense=Past|VerbForm=Part,5,acl,_,XmlId=w_YvainKu_3078,2
1325,11902,Ne ja ne cuit que nus hom l'oie Se il ne va oïr celi Qui tant me plot et ,abeli, Que je m'an dui por fos tenir. ,21,abeli,abelir,VERB,VERcjg,VerbForm=Fin,19,conj,_,XmlId=w_YvainKu_3322,2
1330,11909,"Et cil, come mautalentis, ",Vint," plus tost c'uns alerions, Fiers par sanblant come lions. ",7,Vint,venir,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_YvainKu_3390,1
1338,11935,"Et la soe remest antiere, Qu'ele n'estoit mie legiere, Einz pesoit plus, au mien ",cuidier,", Que nule lance a chevalier, Qu'ainz nule si grosse ne vi. ",20,cuidier,cuidier,VERB,VERinf,VerbForm=Inf,15,advcl,_,SpaceAfter=No|XmlId=w_YvainKu_3731,2
1341,11951,"Qant je ving la nuit a ostel, Trovai mon oste tot autel, Ausi lié et ausi cortois Come j'avoie ",fet, einçois. ,23,fet,faire,VERB,VERppe,Tense=Past|VerbForm=Part,11,advcl,_,XmlId=w_YvainKu_3922,1
1349,11959,"- Par mon chief, ",fet," messire Yvains, Vos estes mes cosins germains, ",6,fet,faire,VERB,VERcjg,VerbForm=Fin,13,parataxis,_,XmlId=w_YvainKu_4042,2
1358,11970,Sont vostre panel aborré Et voz chauces de fer ,froiees, Et voz banieres desploiees ? ,10,froiees,froiier,VERB,VERppe,Tense=Past|VerbForm=Part,4,conj,_,XmlId=w_YvainKu_4173,1
1366,11985,La vostre leingue si ,esploite, Qu'ele vos fet par tot haïr : ,5,esploite,esploitier,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_YvainKu_4328,1
1375,12009,"Et fist trois sairemanz antiers, L'ame Uterpandagron son pere Et la son fil et la sa mere, Qu'il iroit veoir la fontaine, Ja einz ne ",passeroit," quinzaine, Et la tempeste et la mervoille, Si que il i vanra la voille Monseignor Saint Jehan Baptiste, ",31,passeroit,passer,VERB,VERcjg,VerbForm=Fin,23,advcl,_,XmlId=w_YvainKu_4614,3
1380,12027,"et tarde Del vilain qui tant par est lez, Granz et hideus et ",contrefez, Et noirs a guise d'esperon. ,15,contrefez,contrefaire,VERB,VERppe,Tense=Past|VerbForm=Part,9,conj,_,XmlId=w_YvainKu_4931,1
1399,12061,"Messire Yvains ne sejorna, Puis qu'",armez," fu, ne tant ne quant, ",8,armez,armer,VERB,VERppe,Tense=Past|VerbForm=Part,4,advcl,_,XmlId=w_YvainKu_5285,3
1405,12065,"Qui que le doie conparer, Ne ",finera," tant que il voie Le pin qui la fontainne onbroie, Et le perron et la tormante Qui grausle et pluet et tone et vante. ",8,finera,finer,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_YvainKu_5361,3
1421,12093,Et li tronçon ,volent, an haut. ,4,volent,voler,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_YvainKu_5703,2
1423,12100,N'onques d'un estal ne se muevent Ne plus que ,feïssent, dui gres ; ,12,feïssent,faire,VERB,VERcjg,VerbForm=Fin,8,advcl,_,XmlId=w_YvainKu_5795,2
1436,12124,"Si con girfauz grue randone, Qui de loing ",muet," et tant l'aproche Qu'il la cuide panre et n'i toche, Ensi cil fuit, ",10,muet,movoir,VERB,VERcjg,VerbForm=Fin,3,acl:relcl,_,XmlId=w_YvainKu_6125,1
1440,12130,Qu'il crient sa poinne avoir perdue Se ,mort," ou vif ne le retient, ",9,mort,morir,VERB,VERppe,Tense=Past|VerbForm=Part,14,amod,_,XmlId=w_YvainKu_6205,1
1445,12141,"Et l'espee est an son aguet Desus, qui ",tret," et fiert et prant, ",11,tret,traire,VERB,VERcjg,VerbForm=Fin,3,acl:relcl,_,XmlId=w_YvainKu_6360,2
1467,12171,Se vos estes ceanz ,tenuz,", Vos i seroiz toz depeciez, ",5,tenuz,tenir,VERB,VERppe,Tense=Past|VerbForm=Part,11,advcl,_,SpaceAfter=No|XmlId=w_YvainKu_6756,2
1479,12202,Si li dist qu'il avoit tel force Com ,a,", desus le fust, l'escorce, ",10,a,avoir,VERB,VERcjg,VerbForm=Fin,8,acl,_,SpaceAfter=No|XmlId=w_YvainKu_7100,1
1496,12233,"Et, quant ele s'an fu tornee, Fu tote la genz ",atornee,", Qui de.ii. parz as portes vindrent Et bastons et espees tindrent ; ",14,atornee,atorner,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,SpaceAfter=No|XmlId=w_YvainKu_7540,2
1508,12247,Et les portes furent ,fermees, Lors que mes sire en issi fors ; ,5,fermees,fermer,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,XmlId=w_YvainKu_7732,2
1520,12264,"Quequ'il aloient reverchant Desoz liz et desoz eschames, ",Vint, une des plus beles dames C'onques veïst riens terriene. ,11,Vint,venir,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_YvainKu_7908,3
1526,12274,"Que son seignor en voit porter Devant li, en la biere, ",mort,", Don ja ne cuide avoir confort ; ",14,mort,morir,VERB,VERppe,Tense=Past|VerbForm=Part,3,acl,_,SpaceAfter=No|XmlId=w_YvainKu_8022,1
1530,12282,"Que li sans chauz, clers, et vermauz Rissi au ",mort, parmi la plaie ; ,12,mort,morir,VERB,VERppe,Tense=Past|VerbForm=Part,10,ccomp,_,XmlId=w_YvainKu_8139,1
1533,12284,Lors ont par tot cerchié et quis Et ,reverchié," et tremué, Si que tuit furent tressué De grant angoisse et de tooil Qu'il orent por le sanc vermoil Qui devant aus fu degotez. ",9,reverchié,reverchier,VERB,VERppe,Tense=Past|VerbForm=Part,5,conj,_,XmlId=w_YvainKu_8179,1
1534,12284,Lors ont par tot cerchié et ,quis," Et reverchié et tremué, Si que tuit furent tressué De grant angoisse et de tooil Qu'il orent por le sanc vermoil Qui devant aus fu degotez. ",7,quis,querre,VERB,VERppe,Tense=Past|VerbForm=Part,5,conj,_,XmlId=w_YvainKu_8177,1
1536,12285,Puis fu mout ,feruz," et botez Messire Yveins, la ou il jut ; ",4,feruz,ferir,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,XmlId=w_YvainKu_8210,1
1550,12328,Repeirié furent de l'iglise Et ,venu, sor la sepouture. ,7,venu,venir,VERB,VERppe,Tense=Past|VerbForm=Part,1,conj,_,XmlId=w_YvainKu_8678,1
1564,12362,"Ci poez ester et seoir, Et anz et fors les genz ",veoir," Qui passeront parmi la voie, ",13,veoir,vëoir,VERB,VERinf,VerbForm=Inf,3,conj,_,XmlId=w_YvainKu_9100,1
1565,12362,Ci poez ester et ,seoir,", Et anz et fors les genz veoir Qui passeront parmi la voie, ",5,seoir,sëoir,VERB,VERinf,VerbForm=Inf,3,conj,_,SpaceAfter=No|XmlId=w_YvainKu_9092,1
1576,12394,Et la plaie d'Amors ,anpire, Qant ele est plus pres de son mire. ,6,anpire,empirier,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_YvainKu_9533,1
1577,12403,S'est granz diax quant Amors est tex Et quant ele si mal se prueve Qu'el plus ,despit, leu qu'ele trueve Se herberge ele autresi tost Com an tot le meillor de l'ost. ,19,despit,despire,VERB,VERppe,Tense=Past|VerbForm=Part,20,acl,_,XmlId=w_YvainKu_9644,1
